years,janv.-15,févr.-15,mars-15,avr.-15,mai-15,juin-15,juil.-15,août-15,sept.-15,oct.-15,nov.-15,déc.-15,janv.-16,févr.-16,mars-16,avr.-16,mai-16,juin-16,juil.-16,août-16,sept.-16,oct.-16,nov.-16,déc.-16,janv.-17,févr.-17,mars-17,avr.-17,mai-17,juin-17,juil.-17,août-17,sept.-17,oct.-17,nov.-17,déc.-17,janv.-18,févr.-18,mars-18,avr.-18,mai-18,juin-18,juil.-18,août-18,sept.-18,oct.-18,nov.-18,déc.-18,janv.-19,févr.-19,mars-19,avr.-19,mai-19,juin-19,juil.-19,août-19,sept.-19,oct.-19,nov.-19,déc.-19
articles,308,251,291,296,306,314,311,286,338,385,335,399,408,403,540,497,586,594,446,459,467,608,451,408,345,422,469,470,448,450,400,447,494,583,597,420,600,511,631,634,610,582,457,535,640,650,650,481,652,624,567,657,606,544,582,600,597,603,595,502
